Date,Rainfall,Rainfall_3Day,Rainfall_7Day,Flood
2020-08-29,26.25,37.25,81.81944444,0
2020-08-30,17.33333333,53.58333333,90.81944444,0
2020-08-31,4.5,48.08333333,75.20833333,0
2020-09-01,1.333333333,23.16666666,70.04166666,0
2020-09-02,1.0,6.833333333,61.41666666,0
2020-09-03,5.666666667,8.0,66.08333333,0
2020-09-04,31.625,38.29166667,87.70833333,0
2020-09-05,15.25,52.54166667,76.70833333,0
2020-09-07,7.0,53.875,66.375,0
2020-09-08,10.0,32.25,71.875,0
2020-09-09,2.0,19.0,72.54166667,0
2020-09-12,1.0,13.0,72.54166667,0
2020-09-20,9.0,12.0,75.875,0
2020-09-22,5.0,15.0,49.25,0
2020-09-24,8.8,22.8,42.8,0
2020-09-27,11.55555556,25.35555556,47.35555556,0
2020-09-30,16.0,36.35555556,53.35555556,0
2020-11-16,10.0,37.55555556,61.35555556,0
2020-11-26,31.0,57.0,91.35555556,0
2020-11-27,6.25,47.25,88.60555556,0
2020-12-13,1.5,38.75,85.10555556,0
2020-12-14,1.0,8.75,77.30555556,0
2021-01-03,6.6875,9.1875,72.4375,0
2021-01-04,26.07142857,33.75892857,82.50892857,0
2021-01-08,9.166666667,41.92559524,81.67559524,0
2021-01-09,8.666666667,43.9047619,59.3422619,0
2021-03-11,1.75,19.58333333,54.8422619,0
2021-03-12,3.333333333,13.75,56.67559524,0
2021-03-13,17.66666667,22.75,73.34226191,0
2021-03-16,1.0,22.0,67.65476191,0
2021-03-23,4.0,22.66666667,45.58333334,0
2021-05-10,4.0,9.0,40.41666667,0
2021-05-11,3.5,11.5,35.25,0
2021-05-12,1.0,8.5,34.5,0
2021-05-13,2.0,6.5,33.16666667,0
2021-05-17,2.375,5.375,17.875,0
2021-05-18,7.333333333,11.70833333,24.20833333,0
2021-05-19,8.222222222,17.93055556,28.43055556,0
2021-05-20,2.0,17.55555556,26.43055556,0
2021-05-22,8.0,18.22222222,30.93055556,0
2021-05-23,10.0,20.0,39.93055556,0
2021-05-29,6.666666667,24.66666667,44.59722222,0
2021-05-30,7.0,23.66666667,49.22222222,0
2021-06-03,1.0,14.66666667,42.88888889,0
2021-06-06,5.0,13.0,39.66666667,0
2021-06-14,4.5,10.5,42.16666667,0
2021-06-15,7.285714286,16.78571429,41.45238095,0
2021-06-16,4.0,15.78571429,35.45238095,0
2021-06-17,5.666666667,16.95238095,34.45238095,0
2021-06-18,2.0,11.66666667,29.45238095,0
2021-06-21,19.2,26.86666667,47.65238095,0
2021-06-22,3.0,24.2,45.65238095,0
2021-06-23,5.0,27.2,46.15238095,0
2021-06-25,8.5,16.5,47.36666667,0
2021-06-26,18.83333333,32.33333333,62.2,0
2021-06-27,15.0,42.33333333,71.53333333,0
2021-06-29,1.0,34.83333333,70.53333333,0
2021-06-30,7.0,23.0,58.33333333,0
2021-07-01,10.0,18.0,65.33333333,0
2021-07-05,16.33333333,33.33333333,76.66666666,0
2021-07-06,16.33333333,42.66666666,84.49999999,0
2021-07-07,10.33333333,42.99999999,75.99999999,0
2021-07-09,22.5,49.16666666,83.49999999,0
2021-07-10,2.25,35.08333333,84.74999999,0
2021-07-11,13.5,38.25,91.24999999,0
2021-07-12,12.8,28.55,94.04999999,0
2021-07-13,7.0,33.3,84.71666666,0
2021-07-14,2.0,21.8,70.38333333,0
2021-07-15,6.142857143,15.14285714,66.19285714,0
2021-07-18,33.0,41.14285714,76.69285714,0
2021-07-19,30.375,69.51785714,104.8178571,0
2021-07-20,9.6,72.975,100.9178571,0
2021-07-21,3.0,42.975,91.11785714,0
2021-07-23,6.0,18.6,90.11785714,0
2021-07-24,21.33333333,30.33333333,109.4511905,0
2021-07-25,7.0,34.33333333,110.3083333,0
2021-07-26,18.66666667,47.0,95.975,0
2021-07-27,37.0,62.66666667,102.6,0
2021-07-28,46.33333333,102.0,139.3333333,0
2021-07-29,1.75,85.08333333,138.0833333,0
2021-07-30,3.2,51.28333333,135.2833333,0
2021-07-31,29.44444444,34.39444444,143.3944444,0
2021-08-01,68.66666667,101.3111111,205.0611111,0
2021-08-02,51.44444444,149.5555556,237.8388889,0
2021-08-03,83.22222222,203.3333333,284.0611111,1
2021-08-04,131.2222222,265.8888889,368.95,1
2021-08-05,64.33333333,278.7777778,431.5333333,1
2021-08-06,24.88888889,220.4444444,453.2222222,1
2021-08-07,73.66666667,162.8888889,497.4444444,1
2021-08-08,4.285714286,102.8412698,433.063492,0
2021-08-09,59.2,137.152381,440.8190476,0
2021-08-10,9.5,72.98571429,367.0968254,0
2021-08-11,17.0,85.7,252.8746032,0
2021-08-20,11.66666667,38.16666667,200.2079365,0
2021-08-21,11.25,39.91666667,186.5690476,0
2021-08-22,28.0,50.91666667,140.902381,0
2021-08-23,8.333333333,47.58333333,144.95,0
2021-08-24,4.0,40.33333333,89.75,0
2021-08-30,20.0,32.33333333,100.25,0
2021-08-31,6.666666667,30.66666667,89.91666667,0
2021-09-01,10.625,37.29166667,88.875,0
2021-09-02,9.5,26.79166667,87.125,0
2021-09-03,10.66666667,30.79166667,69.79166667,0
2021-09-06,3.0,23.16666667,64.45833334,0
2021-09-07,15.0,28.66666667,75.45833334,0
2021-09-08,4.333333333,22.33333333,59.79166667,0
2021-09-09,9.25,28.58333333,62.375,0
2021-09-10,21.16666667,34.75,72.91666667,0
2021-09-11,31.25,61.66666667,94.66666667,0
2021-09-12,8.833333333,61.25,92.83333334,0
2021-09-13,6.666666667,46.75,96.5,0
2021-09-14,10.0,25.5,91.5,0
2021-09-15,8.4,25.06666667,95.56666667,0
2021-09-16,11.33333333,29.73333333,97.65,0
2021-09-18,7.888888889,27.62222222,84.37222222,0
2021-09-19,34.33333333,53.55555555,87.45555555,0
2021-09-20,4.75,46.97222222,83.37222222,0
2021-09-21,4.666666667,43.75,81.37222222,0
2021-09-22,3.8,13.21666667,75.17222222,0
2021-09-23,8.0,16.46666667,74.77222222,0
2021-09-24,19.75,31.55,83.18888889,0
2021-09-25,15.5,43.25,90.8,0
2021-09-26,22.5,57.75,78.96666667,0
2021-09-27,10.375,48.375,84.59166667,0
2021-09-28,18.33333333,51.20833333,98.25833333,0
2021-09-29,3.5,32.20833333,97.95833333,0
2021-09-30,2.0,23.83333333,91.95833333,0
2021-10-01,21.8,27.3,94.00833333,0
2021-10-02,4.333333333,28.13333333,82.84166666,0
2021-10-03,14.125,40.25833333,74.46666666,0
2021-10-06,14.0,32.45833333,78.09166666,0
2021-10-18,35.625,63.75,95.38333333,0
2021-10-20,7.0,56.625,98.88333333,0
2021-11-19,36.22222222,78.84722222,133.1055556,0
2021-11-20,10.55555556,53.77777778,121.8611111,0
2021-11-21,3.0,49.77777778,120.5277778,0
2021-12-02,1.0,14.55555556,107.4027778,0
2021-12-03,2.0,6.0,95.40277778,0
2021-12-28,17.44444444,20.44444444,77.22222222,0
2021-12-29,2.285714286,21.73015873,72.50793651,0
2022-01-06,5.25,24.98015873,41.53571429,0
2022-01-07,4.333333333,11.86904762,35.31349206,0
2022-01-08,10.375,19.95833333,42.68849206,0
2022-01-09,1.0,15.70833333,42.68849206,0
2022-01-22,1.5,12.875,42.18849206,0
2022-03-09,4.5,7.0,29.24404762,0
2022-03-10,3.5,9.5,30.45833333,0
2022-03-11,3.0,11.0,28.20833333,0
2022-05-23,1.0,7.5,24.875,0
2022-05-24,13.21428571,17.21428571,27.71428571,0
2022-05-25,5.25,19.46428571,31.96428571,0
2022-05-26,14.0,32.46428571,44.46428571,0
2022-06-12,1.5,20.75,41.46428571,0
2022-06-14,9.5,25.0,47.46428571,0
2022-06-15,31.0,42.0,75.46428571,0
2022-06-17,10.33333333,50.83333333,84.79761904,0
2022-06-18,13.92857143,55.26190476,85.51190476,0
2022-06-19,68.5,92.76190476,148.7619048,0
2022-06-20,31.0,113.4285714,165.7619048,0
2022-06-21,17.125,116.625,181.3869048,0
2022-06-22,6.125,54.25,178.0119048,0
2022-06-23,4.75,28.0,151.7619048,0
2022-06-24,4.5,15.375,145.9285714,0
2022-06-27,1.5,10.75,133.5,0
2022-06-28,4.0,10.0,69.0,0
2022-06-29,24.125,29.625,62.125,0
2022-06-30,6.4,34.525,51.4,0
2022-07-01,27.77777778,58.30277778,73.05277778,0
2022-07-02,35.0,69.17777778,103.3027778,0
2022-07-03,16.4,79.17777778,115.2027778,0
2022-07-04,13.83333333,65.23333333,127.5361111,0
2022-07-05,3.5,33.73333333,127.0361111,0
2022-07-06,7.833333333,25.16666666,110.7444444,0
2022-07-07,13.22222222,24.55555555,117.5666667,0
2022-07-08,20.11111111,41.16666666,109.9,0
2022-07-09,8.5,41.83333333,83.39999999,0
2022-07-10,26.83333333,55.44444444,93.83333332,0
2022-07-11,37.6,72.93333333,117.6,0
2022-07-12,31.33333333,95.76666666,145.4333333,0
2022-07-13,11.11111111,80.04444444,148.7111111,0
2022-07-14,14.875,57.31944444,150.3638889,0
2022-07-15,34.125,60.11111111,164.3777778,0
2022-07-16,13.42857143,62.42857143,169.3063492,0
2022-07-17,6.5,54.05357143,148.9730159,0
2022-07-18,4.25,24.17857143,115.6230159,0
2022-07-19,48.25,59.0,132.5396825,0
2022-07-20,21.0,73.5,142.4285714,0
2022-07-21,46.33333333,115.5833333,173.8869048,0
2022-07-22,20.0,87.33333333,159.7619048,0
2022-07-23,54.0,120.3333333,200.3333333,0
2022-07-24,19.77777778,93.77777778,213.6111111,0
2022-07-25,8.875,82.65277778,218.2361111,0
2022-07-26,30.22222222,58.875,200.2083333,0
2022-07-27,6.375,45.47222222,185.5833333,0
2022-07-28,9.666666667,46.26388889,148.9166667,0
2022-07-29,6.2,22.24166667,135.1166667,0
2022-07-30,19.28571429,35.15238096,100.402381,0
2022-08-02,13.75,39.23571429,94.37460318,0
2022-08-03,3.5,36.53571429,88.99960318,0
2022-08-05,7.0,24.25,65.77738096,0
2022-08-06,19.0,29.5,78.40238096,0
2022-08-07,7.5,33.5,76.23571429,0
2022-08-08,1.666666667,28.16666667,71.70238096,0
2022-08-10,17.88888889,27.05555556,70.30555556,0
2022-08-11,4.428571429,23.98412699,60.98412699,0
2022-08-12,71.28571429,93.60317461,128.7698413,0
2022-08-13,17.0,92.71428572,138.7698413,0
2022-08-14,5.333333333,93.61904762,125.1031746,0
2022-08-15,24.85714286,47.19047619,142.4603175,0
2022-08-16,21.33333333,51.52380952,162.1269841,0
2022-08-17,24.77777778,70.96825397,169.015873,0
2022-08-18,7.555555556,53.66666667,172.1428571,0
2022-08-20,5.5,37.83333334,106.3571429,0
2022-08-21,8.0,21.05555556,97.35714286,0
2022-08-22,160.1111111,173.6111111,252.1349206,1
2022-08-23,51.11111111,219.2222222,278.3888889,1
2022-08-24,3.444444444,214.6666667,260.5,1
2022-08-25,6.875,61.43055555,242.5972222,1
2022-08-26,2.0,12.31944444,237.0416667,1
2022-08-27,13.0,21.875,244.5416667,0
2022-08-31,4.0,19.0,240.5416667,0
2022-09-02,22.16666667,39.16666667,102.5972222,0
2022-09-03,13.33333333,39.5,64.81944444,0
2022-09-04,12.0,47.5,73.375,0
2022-09-05,8.0,33.33333333,74.5,0
2022-09-10,19.0,39.0,91.5,0
2022-09-11,27.5,54.5,106.0,0
2022-09-13,5.0,51.5,107.0,0
2022-09-14,18.0,50.5,102.8333333,0
2022-09-15,22.77777778,45.77777778,112.2777778,0
2022-09-16,17.51428571,58.29206349,117.7920635,0
2022-09-17,6.0,46.29206349,115.7920635,0
2022-09-22,3.0,26.51428571,99.79206349,0
2022-09-23,21.75,30.75,94.04206349,0
2022-09-24,38.66666667,63.41666667,127.7087302,0
2022-10-06,4.6,65.01666667,114.3087302,0
2022-10-07,7.285714286,50.55238096,98.81666667,0
2022-10-08,25.88888889,37.77460318,107.1912698,0
2022-10-09,23.0,56.17460318,124.1912698,0
2022-10-10,10.15555556,59.04444445,131.3468254,0
2022-10-11,3.0,36.15555556,112.5968254,0
2023-01-26,1.0,14.15555556,74.93015874,0
2023-01-29,3.0,7.0,73.33015874,0
2023-01-30,20.77777778,24.77777778,86.82222223,0
2023-01-31,8.0,31.77777778,68.93333334,0
2023-03-04,2.0,30.77777778,47.93333334,0
2023-03-05,3.142857143,13.14285714,40.92063492,0
2023-03-06,9.5,14.64285714,47.42063492,0
2023-03-07,7.166666667,19.80952381,53.58730159,0
2023-03-09,6.4,23.06666667,56.98730159,0
2023-03-17,2.0,15.56666667,38.20952381,0
2023-03-18,6.0,14.4,36.20952381,0
2023-03-19,6.25,14.25,40.45952381,0
2023-03-20,4.166666667,16.41666667,41.48333333,0
2023-03-21,5.0,15.41666667,36.98333333,0
2023-03-23,5.0,14.16666667,34.81666667,0
2023-03-31,1.4,11.4,29.81666667,0
2023-04-01,6.6,13.0,34.41666667,0
2023-04-27,4.0,12.0,32.41666667,0
2023-04-28,5.0,15.6,31.16666667,0
2023-04-29,5.875,14.875,32.875,0
2023-04-30,3.4,14.275,31.275,0
2023-05-01,13.11111111,22.38611111,39.38611111,0
2023-05-02,3.5,20.01111111,41.48611111,0
2023-05-03,5.0,21.61111111,39.88611111,0
2023-05-04,9.0,17.5,44.88611111,0
2023-05-07,3.0,17.0,42.88611111,0
2023-05-25,2.75,14.75,39.76111111,0
2023-05-26,8.285714286,14.03571429,44.6468254,0
2023-05-27,4.5,15.53571429,36.03571429,0
2023-05-29,12.77777778,25.56349207,45.31349207,0
2023-05-31,4.0,21.27777778,44.31349207,0
2023-06-04,4.0,20.77777778,39.31349207,0
2023-06-09,2.0,10.0,38.31349207,0
2023-06-19,20.17647059,26.17647059,55.73996266,0
2023-06-20,25.25,47.42647059,72.70424837,0
2023-06-21,19.36363636,64.79010695,87.56788473,0
2023-06-22,1.5,46.11363636,76.29010695,0
2023-06-23,2.0,22.86363636,74.29010695,0
2023-06-24,2.0,5.5,72.29010695,0
2023-06-25,18.46666667,22.46666667,88.75677362,0
2023-06-26,32.54545455,53.01212122,101.1257576,0
2023-06-27,11.375,62.38712122,87.25075758,0
2023-06-28,16.5,60.42045455,84.38712122,0
2023-06-29,19.46666667,47.34166667,102.3537879,0
2023-06-30,14.69230769,50.65897436,115.0460956,0
2023-07-01,11.21428571,45.37326007,124.2603813,0
2023-07-02,19.61538462,45.52197802,125.4090992,0
2023-07-03,4.2,35.02967033,97.06364469,0
2023-07-04,13.0,36.81538462,98.68864469,0
2023-07-05,8.0,25.2,90.18864469,0
2023-07-06,14.75,35.75,85.47197802,0
2023-07-07,12.33333333,35.08333333,83.11300366,0
2023-07-08,40.64705882,67.73039215,112.5457768,0
2023-07-09,11.0,63.98039215,103.9303922,0
2023-07-10,5.764705882,57.4117647,105.495098,0
2023-07-11,46.5,63.26470588,138.995098,0
2023-07-12,15.0,67.26470588,145.995098,0
2023-07-13,8.0,69.5,139.245098,0
2023-07-14,11.83333333,34.83333333,138.745098,0
2023-07-15,6.125,25.95833333,104.2230392,0
2023-07-16,28.47058824,46.42892157,121.6936275,0
2023-07-17,34.29411765,68.88970589,150.2230392,0
2023-07-18,31.16666667,93.93137256,134.8897059,0
2023-07-19,4.666666667,70.12745099,124.5563726,0
2023-07-20,12.6,48.43333334,129.1563726,0
2023-07-23,18.58333333,35.85,135.9063726,0
2023-07-24,17.57142857,48.7547619,147.3528011,0
2023-07-25,11.0,47.1547619,129.8822129,0
2023-07-27,14.28571429,42.85714286,109.8738095,0
2023-07-28,21.5,46.78571429,100.2071429,0
2023-07-29,19.76470588,55.55042017,115.3051821,0
2023-07-31,17.85714286,59.12184874,120.5623249,0
2023-08-01,1.0,38.62184874,102.9789916,0
2023-08-02,10.33333333,29.19047619,95.74089636,0
2023-08-03,7.0,18.33333333,91.74089636,0
2023-08-04,1.0,18.33333333,78.45518207,0
2023-08-06,9.875,17.875,66.83018207,0
2023-08-16,3.0,13.875,50.06547619,0
2023-08-17,5.0,17.875,37.20833333,0
2023-08-18,8.0,16.0,44.20833333,0
2023-08-19,3.714285714,16.71428571,37.58928571,0
2023-08-20,21.07692308,32.79120879,51.66620879,0
2023-08-21,9.615384615,34.40659341,60.28159341,0
2023-08-23,1.333333333,32.02564103,51.73992674,0
2023-09-06,5.285714286,16.23443223,54.02564103,0
2023-09-07,23.16666667,29.78571429,72.1923077,0
2023-09-08,7.222222222,35.67460318,71.41452992,0
2023-09-09,9.6,39.98888889,77.30024421,0
2023-09-10,3.0,19.82222222,59.22332113,0
2023-09-11,9.0,21.6,58.60793651,0
2023-09-12,31.75,43.75,89.02460318,0
2023-09-13,25.42857143,66.17857143,109.1674603,0
2023-09-14,1.0,58.17857143,87.00079365,0
2023-09-15,7.2,33.62857143,86.97857143,0
2023-09-16,22.0,30.2,99.37857143,0
2023-09-17,16.22222222,45.42222222,112.6007937,0
2023-09-18,4.625,42.84722222,108.2257937,0
2023-09-19,1.0,21.84722222,77.47579365,0
2023-09-20,2.0,7.625,54.04722222,0
2023-09-22,1.0,4.0,54.04722222,0
2023-09-23,8.5,11.5,55.34722222,0
2023-09-24,9.142857143,18.64285714,42.49007936,0
2023-09-25,12.0,29.64285714,38.26785714,0
2023-09-26,8.666666667,29.80952381,42.30952381,0
2023-09-27,20.0,40.66666667,61.30952381,0
2023-09-28,17.5,46.16666667,76.80952381,0
2023-11-27,2.529411765,40.02941177,78.33893558,0
2023-11-28,8.933333333,28.9627451,78.77226891,0
2023-12-04,13.23076923,24.69351433,82.860181,0
2024-06-19,4.6,26.76410256,75.460181,0
2024-06-21,1.0,18.83076923,67.79351433,0
2024-06-22,34.66666667,40.26666667,82.460181,0
2024-06-25,15.55555556,51.22222223,80.51573656,0
2024-06-26,3.0,53.22222223,80.98632479,0
2024-06-27,30.125,48.68055556,102.1779915,0
2024-06-28,12.83333333,45.95833333,101.7805556,1
2024-06-29,26.0,68.95833333,123.1805556,1
2024-06-30,8.5,47.33333333,130.6805556,0
2024-07-01,10.25,44.75,106.2638889,0
2024-07-02,13.0,31.75,103.7083333,0
2024-07-04,3.5,26.75,104.2083333,0
2024-07-05,40.88888889,57.38888889,114.9722222,0
2024-07-06,37.55555556,81.94444445,139.6944445,0
2024-07-09,2.5,80.94444445,116.1944445,0
2024-07-10,13.0,53.05555556,120.6944445,0
2024-07-11,30.0,45.5,140.4444445,0
2024-07-12,33.0,76.0,160.4444445,0
2024-07-13,14.71428571,77.71428571,171.6587302,0
2024-07-14,15.0,62.71428571,145.7698413,0
2024-07-15,12.6,42.31428571,120.8142857,0
2024-07-16,6.833333333,34.43333333,125.147619,0
2024-07-17,1.666666667,21.1,113.8142857,0
2024-07-18,11.375,19.875,95.18928571,0
2024-07-19,21.2,34.24166667,83.38928571,0
2024-07-20,12.33333333,44.90833333,81.00833333,0
2024-07-21,20.0,53.53333333,86.00833333,0
2024-07-22,15.5,47.83333333,88.90833333,0
2024-07-23,5.0,40.5,87.075,0
2024-07-24,3.2,23.7,88.60833333,0
2024-07-25,13.66666667,21.86666667,90.9,0
2024-07-26,54.66666667,71.53333334,124.3666667,0
2024-07-27,16.11111111,84.44444445,128.1444445,1
2024-07-28,54.44444444,125.2222222,162.5888889,1
2024-07-29,9.833333333,80.38888888,156.9222222,0
2024-07-30,4.666666667,68.94444444,156.5888889,0
2024-08-01,16.375,30.875,169.7638889,0
2024-08-02,24.88888889,45.93055556,180.9861111,0
2024-08-03,15.66666667,56.93055556,141.9861111,0
2024-08-04,10.66666667,51.22222223,136.5416667,0
2024-08-05,61.88888889,88.22222223,143.9861111,0
2024-08-06,12.0,84.55555556,146.1527778,0
2024-08-07,9.333333333,83.22222222,150.8194445,0
2024-08-08,4.0,25.33333333,138.4444445,0
2024-08-09,7.0,20.33333333,120.5555556,0
2024-08-10,19.28571429,30.28571429,124.1746032,0
2024-08-11,20.88888889,47.17460318,134.3968254,1
2024-08-12,18.75,58.92460318,91.25793651,1
2024-08-13,42.8,82.43888889,122.0579365,1
2024-08-14,6.833333333,68.38333333,119.5579365,1
2024-08-15,13.83333333,63.46666666,129.3912698,0
2024-08-16,39.0,59.66666666,161.3912698,0
2024-08-17,5.333333333,58.16666666,147.4388889,0
2024-08-19,29.0,73.33333333,155.55,0
2024-08-20,11.0,45.33333333,147.8,0
2024-08-21,4.5,44.5,109.5,0
2024-08-22,27.42857143,42.92857143,130.0952381,1
2024-08-23,8.333333333,40.26190476,124.5952381,1
2024-08-24,18.75,54.51190476,104.3452381,1
2024-08-25,39.0,66.08333333,138.0119048,0
2024-08-26,20.44444444,78.19444444,129.4563492,1
2024-08-27,4.428571429,63.87301587,122.8849206,0
2024-08-28,3.0,27.87301587,121.3849206,0
2024-08-30,11.0,18.42857143,104.9563492,0
2024-08-31,2.0,16.0,98.62301587,0
2024-09-01,15.5,28.5,95.37301587,0
2024-09-02,18.8,36.3,75.17301587,0
2024-09-03,4.0,38.3,58.72857143,0
2024-09-04,50.2,73.0,104.5,0
2024-09-05,45.8,100.0,147.3,0
2024-09-06,6.833333333,102.8333333,143.1333333,0
2024-09-07,18.25,70.88333333,159.3833333,0
2024-09-08,17.88888889,42.97222222,161.7722222,0
2024-09-09,10.0,46.13888889,152.9722222,0
2024-09-10,6.125,34.01388889,155.0972222,0
2024-09-11,10.5,26.625,115.3972222,0
2024-09-12,25.71428571,42.33928571,95.31150793,0
2024-09-13,48.33333333,84.54761904,136.8115079,0
2024-09-14,3.0,77.04761904,121.5615079,0
2024-09-16,1.0,52.33333333,104.672619,0
2024-09-18,6.0,10.0,100.672619,0
2024-09-27,7.0,14.0,101.547619,0
2024-09-29,1.666666667,14.66666667,92.71428571,0
